hex	field	classification	score_pct	opening_score_pct	verdict	label	de_preview	mt_en_preview	baynes_en_preview	notes
59	nombre	pair	0%	0%	divergent	Divergente	DIE AUFLÖSUNG	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 20 HOURS 13 MINUTES 16 SECONDS VISIT HTTPS://MYMEMOR…	Dispersion [Dissolution]	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
60	nombre	pair	0%	0%	divergent	Divergente	DIE BESCHRÄNKUNG	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 50 SECONDS VISIT HTTPS://MYMEMOR…	Limitation	Solapamiento léxico bajo MT↔Baynes (0%).
61	nombre	pair	0%	0%	divergent	Divergente	INNERE WAHRHEIT	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 20 HOURS 12 MINUTES 59 SECONDS VISIT HTTPS://MYMEMOR…	Inner Truth	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
62	nombre	pair	0%	0%	divergent	Divergente	DES KLEINEN ÜBERGEWICHT	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 50 SECONDS VISIT HTTPS://MYMEMOR…	Preponderance of the Small	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
63	nombre	pair	0%	0%	divergent	Divergente	NACH DER VOLLENDUNG	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 20 HOURS 12 MINUTES 36 SECONDS VISIT HTTPS://MYMEMOR…	After Completion	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
64	nombre	pair	0%	0%	divergent	Divergente	VOR DER VOLLENDUNG	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 20 HOURS 12 MINUTES 26 SECONDS VISIT HTTPS://MYMEMOR…	Before Completion	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
1	chinese	pair			mt_failed	MT falló	乾		乾	Traducción automática vacía o no disponible en caché.
2	chinese	pair			mt_failed	MT falló	坤		坤	Traducción automática vacía o no disponible en caché.
3	chinese	pair			mt_failed	MT falló	屯		屯	Traducción automática vacía o no disponible en caché.
4	chinese	pair			mt_failed	MT falló	蒙		蒙	Traducción automática vacía o no disponible en caché.
5	chinese	pair			mt_failed	MT falló	需		需	Traducción automática vacía o no disponible en caché.
6	chinese	pair			mt_failed	MT falló	訟		訟	Traducción automática vacía o no disponible en caché.
7	chinese	pair			mt_failed	MT falló	師		師	Traducción automática vacía o no disponible en caché.
8	chinese	pair			mt_failed	MT falló	比		比	Traducción automática vacía o no disponible en caché.
9	chinese	pair			mt_failed	MT falló	小畜		小畜	Traducción automática vacía o no disponible en caché.
10	chinese	pair			mt_failed	MT falló	履		履	Traducción automática vacía o no disponible en caché.
11	chinese	pair			mt_failed	MT falló	泰		泰	Traducción automática vacía o no disponible en caché.
12	chinese	pair			mt_failed	MT falló	否		否	Traducción automática vacía o no disponible en caché.
13	chinese	pair			mt_failed	MT falló	同人		同人	Traducción automática vacía o no disponible en caché.
14	chinese	pair			mt_failed	MT falló	大有		大有	Traducción automática vacía o no disponible en caché.
15	chinese	pair			mt_failed	MT falló	謙		謙	Traducción automática vacía o no disponible en caché.
16	chinese	pair			mt_failed	MT falló	豫		豫	Traducción automática vacía o no disponible en caché.
17	chinese	pair			mt_failed	MT falló	隨		隨	Traducción automática vacía o no disponible en caché.
18	chinese	pair			mt_failed	MT falló	蠱		蠱	Traducción automática vacía o no disponible en caché.
19	chinese	pair			mt_failed	MT falló	臨		臨	Traducción automática vacía o no disponible en caché.
20	chinese	pair			mt_failed	MT falló	觀		觀	Traducción automática vacía o no disponible en caché.
21	chinese	pair			mt_failed	MT falló	噬嗑		噬嗑	Traducción automática vacía o no disponible en caché.
22	chinese	pair			mt_failed	MT falló	賁		賁	Traducción automática vacía o no disponible en caché.
23	chinese	pair			mt_failed	MT falló	剝		剝	Traducción automática vacía o no disponible en caché.
24	chinese	pair			mt_failed	MT falló	復		復	Traducción automática vacía o no disponible en caché.
25	chinese	pair			mt_failed	MT falló	無妄		無妄	Traducción automática vacía o no disponible en caché.
26	chinese	pair			mt_failed	MT falló	大畜		大畜	Traducción automática vacía o no disponible en caché.
27	chinese	pair			mt_failed	MT falló	頤		頤	Traducción automática vacía o no disponible en caché.
28	chinese	pair			mt_failed	MT falló	大過		大過	Traducción automática vacía o no disponible en caché.
29	chinese	pair			mt_failed	MT falló	坎		坎	Traducción automática vacía o no disponible en caché.
30	chinese	pair			mt_failed	MT falló	離		離	Traducción automática vacía o no disponible en caché.
31	chinese	pair			mt_failed	MT falló	咸		咸	Traducción automática vacía o no disponible en caché.
32	chinese	pair			mt_failed	MT falló	恆		恆	Traducción automática vacía o no disponible en caché.
33	chinese	pair			mt_failed	MT falló	遯		遯	Traducción automática vacía o no disponible en caché.
34	chinese	pair			mt_failed	MT falló	大壯		大壯	Traducción automática vacía o no disponible en caché.
35	chinese	pair			mt_failed	MT falló	晉		晉	Traducción automática vacía o no disponible en caché.
36	chinese	pair			mt_failed	MT falló	明夷		明夷	Traducción automática vacía o no disponible en caché.
37	chinese	pair			mt_failed	MT falló	家人		家人	Traducción automática vacía o no disponible en caché.
38	chinese	pair			mt_failed	MT falló	睽		睽	Traducción automática vacía o no disponible en caché.
39	chinese	pair			mt_failed	MT falló	蹇		蹇	Traducción automática vacía o no disponible en caché.
40	chinese	pair			mt_failed	MT falló	解		解	Traducción automática vacía o no disponible en caché.
41	chinese	pair			mt_failed	MT falló	損		損	Traducción automática vacía o no disponible en caché.
42	chinese	pair			mt_failed	MT falló	益		益	Traducción automática vacía o no disponible en caché.
43	chinese	pair			mt_failed	MT falló	夬		夬	Traducción automática vacía o no disponible en caché.
44	chinese	pair			mt_failed	MT falló	姤		姤	Traducción automática vacía o no disponible en caché.
45	chinese	pair			mt_failed	MT falló	萃		萃	Traducción automática vacía o no disponible en caché.
46	chinese	pair			mt_failed	MT falló	升		升	Traducción automática vacía o no disponible en caché.
47	chinese	pair			mt_failed	MT falló	困		困	Traducción automática vacía o no disponible en caché.
48	chinese	pair			mt_failed	MT falló	井		井	Traducción automática vacía o no disponible en caché.
49	chinese	pair			mt_failed	MT falló	革		革	Traducción automática vacía o no disponible en caché.
50	chinese	pair			mt_failed	MT falló	鼎		鼎	Traducción automática vacía o no disponible en caché.
51	chinese	pair			mt_failed	MT falló	震		震	Traducción automática vacía o no disponible en caché.
52	chinese	pair			mt_failed	MT falló	艮		艮	Traducción automática vacía o no disponible en caché.
53	chinese	pair			mt_failed	MT falló	漸		漸	Traducción automática vacía o no disponible en caché.
54	chinese	pair			mt_failed	MT falló	歸妹		歸妹	Traducción automática vacía o no disponible en caché.
55	chinese	pair			mt_failed	MT falló	豐		豐	Traducción automática vacía o no disponible en caché.
56	chinese	pair			mt_failed	MT falló	旅		旅	Traducción automática vacía o no disponible en caché.
57	chinese	pair			mt_failed	MT falló	巽		巽	Traducción automática vacía o no disponible en caché.
58	chinese	pair			mt_failed	MT falló	兌		兌	Traducción automática vacía o no disponible en caché.
59	chinese	pair			mt_failed	MT falló	渙		渙	Traducción automática vacía o no disponible en caché.
60	chinese	pair			mt_failed	MT falló	節		節	Traducción automática vacía o no disponible en caché.
61	chinese	pair			mt_failed	MT falló	中孚		中孚	Traducción automática vacía o no disponible en caché.
62	chinese	pair			mt_failed	MT falló	小過		小過	Traducción automática vacía o no disponible en caché.
63	chinese	pair			mt_failed	MT falló	既濟		既濟	Traducción automática vacía o no disponible en caché.
64	chinese	pair			mt_failed	MT falló	未濟		未濟	Traducción automática vacía o no disponible en caché.
1	chinese_roman	pair	0%	0%	divergent	Divergente	Kiën	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 50 SECONDS VISIT HTTPS://MYMEMOR…	Ch'ien	Solapamiento léxico bajo MT↔Baynes (0%).
2	chinese_roman	pair	0%	0%	divergent	Divergente	Kun	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 49 SECONDS VISIT HTTPS://MYMEMOR…	K'un	Solapamiento léxico bajo MT↔Baynes (0%).
3	chinese_roman	pair	0%	0%	divergent	Divergente	Dschun	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 49 SECONDS VISIT HTTPS://MYMEMOR…	Chun	Solapamiento léxico bajo MT↔Baynes (0%).
4	chinese_roman	pair	0%	0%	divergent	Divergente	Mong	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 49 SECONDS VISIT HTTPS://MYMEMOR…	Mêng	Solapamiento léxico bajo MT↔Baynes (0%).
5	chinese_roman	pair	0%	0%	divergent	Divergente	Sü	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 49 SECONDS VISIT HTTPS://MYMEMOR…	Hsü	Solapamiento léxico bajo MT↔Baynes (0%).
6	chinese_roman	pair	0%	0%	divergent	Divergente	Sung	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 49 SECONDS VISIT HTTPS://MYMEMOR…	Sung	Solapamiento léxico bajo MT↔Baynes (0%).
7	chinese_roman	pair	0%	0%	divergent	Divergente	Schï	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 49 SECONDS VISIT HTTPS://MYMEMOR…	Shih	Solapamiento léxico bajo MT↔Baynes (0%).
8	chinese_roman	pair	0%	0%	divergent	Divergente	Bi	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 49 SECONDS VISIT HTTPS://MYMEMOR…	Pi	Solapamiento léxico bajo MT↔Baynes (0%).
9	chinese_roman	pair	0%	0%	divergent	Divergente	Siau Tschu	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 49 SECONDS VISIT HTTPS://MYMEMOR…	Hsiao Ch'u	Solapamiento léxico bajo MT↔Baynes (0%).
10	chinese_roman	pair	0%	0%	divergent	Divergente	Lü	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 49 SECONDS VISIT HTTPS://MYMEMOR…	Lü	Solapamiento léxico bajo MT↔Baynes (0%).
11	chinese_roman	pair	0%	0%	divergent	Divergente	Tai	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 49 SECONDS VISIT HTTPS://MYMEMOR…	T'ai	Solapamiento léxico bajo MT↔Baynes (0%).
12	chinese_roman	pair	0%	0%	divergent	Divergente	Pi	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 48 SECONDS VISIT HTTPS://MYMEMOR…	P'i	Solapamiento léxico bajo MT↔Baynes (0%).
13	chinese_roman	pair	0%	0%	divergent	Divergente	Tung Jen	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 48 SECONDS VISIT HTTPS://MYMEMOR…	T'ung Jên	Solapamiento léxico bajo MT↔Baynes (0%).
14	chinese_roman	pair	0%	0%	divergent	Divergente	Da Yu	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 48 SECONDS VISIT HTTPS://MYMEMOR…	Ta Yu	Solapamiento léxico bajo MT↔Baynes (0%).
15	chinese_roman	pair	0%	0%	divergent	Divergente	Kiën	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 50 SECONDS VISIT HTTPS://MYMEMOR…	Ch'ien	Solapamiento léxico bajo MT↔Baynes (0%).
16	chinese_roman	pair	0%	0%	divergent	Divergente	Yü	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 48 SECONDS VISIT HTTPS://MYMEMOR…	Yü	Solapamiento léxico bajo MT↔Baynes (0%).
17	chinese_roman	pair	0%	0%	divergent	Divergente	Sui	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 48 SECONDS VISIT HTTPS://MYMEMOR…	Sui	Solapamiento léxico bajo MT↔Baynes (0%).
18	chinese_roman	pair	0%	0%	divergent	Divergente	Gu	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 48 SECONDS VISIT HTTPS://MYMEMOR…	Ku	Solapamiento léxico bajo MT↔Baynes (0%).
19	chinese_roman	pair	0%	0%	divergent	Divergente	Lin	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 48 SECONDS VISIT HTTPS://MYMEMOR…	Lin	Solapamiento léxico bajo MT↔Baynes (0%).
20	chinese_roman	pair	0%	0%	divergent	Divergente	Guan	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 48 SECONDS VISIT HTTPS://MYMEMOR…	Kuan	Solapamiento léxico bajo MT↔Baynes (0%).
21	chinese_roman	pair	0%	0%	divergent	Divergente	Schï Ho	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 48 SECONDS VISIT HTTPS://MYMEMOR…	Shih Ho	Solapamiento léxico bajo MT↔Baynes (0%).
22	chinese_roman	pair	0%	0%	divergent	Divergente	Bi	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 49 SECONDS VISIT HTTPS://MYMEMOR…	Pi	Solapamiento léxico bajo MT↔Baynes (0%).
23	chinese_roman	pair	0%	0%	divergent	Divergente	Bo	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 48 SECONDS VISIT HTTPS://MYMEMOR…	Po	Solapamiento léxico bajo MT↔Baynes (0%).
24	chinese_roman	pair	0%	0%	divergent	Divergente	Fu	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 47 SECONDS VISIT HTTPS://MYMEMOR…	Fu	Solapamiento léxico bajo MT↔Baynes (0%).
25	chinese_roman	pair	0%	0%	divergent	Divergente	Wu Wang	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 47 SECONDS VISIT HTTPS://MYMEMOR…	Wu Wang	Solapamiento léxico bajo MT↔Baynes (0%).
26	chinese_roman	pair	0%	0%	divergent	Divergente	Da Tschu	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 47 SECONDS VISIT HTTPS://MYMEMOR…	Ta Ch'u	Solapamiento léxico bajo MT↔Baynes (0%).
27	chinese_roman	pair	0%	0%	divergent	Divergente	I	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 47 SECONDS VISIT HTTPS://MYMEMOR…	I	Solapamiento léxico bajo MT↔Baynes (0%).
28	chinese_roman	pair	0%	0%	divergent	Divergente	Da Go	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 47 SECONDS VISIT HTTPS://MYMEMOR…	Ta Kuo	Solapamiento léxico bajo MT↔Baynes (0%).
29	chinese_roman	pair	0%	0%	divergent	Divergente	Kan	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 47 SECONDS VISIT HTTPS://MYMEMOR…	K'an	Solapamiento léxico bajo MT↔Baynes (0%).
30	chinese_roman	pair	0%	0%	divergent	Divergente	Li	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 47 SECONDS VISIT HTTPS://MYMEMOR…	Li	Solapamiento léxico bajo MT↔Baynes (0%).
31	chinese_roman	pair	0%	0%	divergent	Divergente	Hiën	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 47 SECONDS VISIT HTTPS://MYMEMOR…	Hsien	Solapamiento léxico bajo MT↔Baynes (0%).
32	chinese_roman	pair	0%	0%	divergent	Divergente	Hong	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 47 SECONDS VISIT HTTPS://MYMEMOR…	Hêng	Solapamiento léxico bajo MT↔Baynes (0%).
33	chinese_roman	pair	0%	0%	divergent	Divergente	Dun	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 46 SECONDS VISIT HTTPS://MYMEMOR…	Tun	Solapamiento léxico bajo MT↔Baynes (0%).
34	chinese_roman	pair	0%	0%	divergent	Divergente	Da Dschuang	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 46 SECONDS VISIT HTTPS://MYMEMOR…	Ta Chuang	Solapamiento léxico bajo MT↔Baynes (0%).
35	chinese_roman	pair	0%	0%	divergent	Divergente	Dsin	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 46 SECONDS VISIT HTTPS://MYMEMOR…	Chin	Solapamiento léxico bajo MT↔Baynes (0%).
36	chinese_roman	pair	0%	0%	divergent	Divergente	Ming I	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 46 SECONDS VISIT HTTPS://MYMEMOR…	Ming I	Solapamiento léxico bajo MT↔Baynes (0%).
37	chinese_roman	pair	0%	0%	divergent	Divergente	Gia Jen	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 46 SECONDS VISIT HTTPS://MYMEMOR…	Chia Jên	Solapamiento léxico bajo MT↔Baynes (0%).
38	chinese_roman	pair	0%	0%	divergent	Divergente	Kui	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 46 SECONDS VISIT HTTPS://MYMEMOR…	K'uei	Solapamiento léxico bajo MT↔Baynes (0%).
39	chinese_roman	pair	0%	0%	divergent	Divergente	Giën	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 46 SECONDS VISIT HTTPS://MYMEMOR…	Chien	Solapamiento léxico bajo MT↔Baynes (0%).
40	chinese_roman	pair	0%	0%	divergent	Divergente	Hië	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 46 SECONDS VISIT HTTPS://MYMEMOR…	Hsieh	Solapamiento léxico bajo MT↔Baynes (0%).
41	chinese_roman	pair	0%	0%	divergent	Divergente	Sun	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 46 SECONDS VISIT HTTPS://MYMEMOR…	Sun	Solapamiento léxico bajo MT↔Baynes (0%).
42	chinese_roman	pair	0%	0%	divergent	Divergente	I	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 47 SECONDS VISIT HTTPS://MYMEMOR…	I	Solapamiento léxico bajo MT↔Baynes (0%).
43	chinese_roman	pair	0%	0%	divergent	Divergente	Guai	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 46 SECONDS VISIT HTTPS://MYMEMOR…	Kuai	Solapamiento léxico bajo MT↔Baynes (0%).
44	chinese_roman	pair	0%	0%	divergent	Divergente	Gou	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 45 SECONDS VISIT HTTPS://MYMEMOR…	Kou	Solapamiento léxico bajo MT↔Baynes (0%).
45	chinese_roman	pair	0%	0%	divergent	Divergente	TSui	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 45 SECONDS VISIT HTTPS://MYMEMOR…	Ts'ui	Solapamiento léxico bajo MT↔Baynes (0%).
46	chinese_roman	pair	0%	0%	divergent	Divergente	Schong	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 45 SECONDS VISIT HTTPS://MYMEMOR…	Shêng	Solapamiento léxico bajo MT↔Baynes (0%).
47	chinese_roman	pair	0%	0%	divergent	Divergente	Kun	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 49 SECONDS VISIT HTTPS://MYMEMOR…	K'un	Solapamiento léxico bajo MT↔Baynes (0%).
48	chinese_roman	pair	0%	0%	divergent	Divergente	Dsing	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 45 SECONDS VISIT HTTPS://MYMEMOR…	Ching	Solapamiento léxico bajo MT↔Baynes (0%).
49	chinese_roman	pair	0%	0%	divergent	Divergente	Go	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 45 SECONDS VISIT HTTPS://MYMEMOR…	Ko	Solapamiento léxico bajo MT↔Baynes (0%).
50	chinese_roman	pair	0%	0%	divergent	Divergente	Ding	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 45 SECONDS VISIT HTTPS://MYMEMOR…	Ting	Solapamiento léxico bajo MT↔Baynes (0%).
51	chinese_roman	pair	0%	0%	divergent	Divergente	Dschen	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 45 SECONDS VISIT HTTPS://MYMEMOR…	Chên	Solapamiento léxico bajo MT↔Baynes (0%).
